gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),85.06,4130.14,1
Male,0,Yes,Yes,45,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.04,3876.8,1
Male,1,Yes,No,61,Yes,No phone service,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,39.25,2367.9,0
Male,0,Yes,No,7,Yes,No,DSL,Yes,No,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),76.75,461.38,0
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.62,3334.66,1
Female,0,No,No,19,No,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),40.71,749.17,1
Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.18,3722.82,1
Female,1,Yes,No,48,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,82.38,3944.36,0
Male,0,Yes,No,63,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),139.92,8881.27,0
Male,0,Yes,No,61,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.22,4135.46,1
Female,0,No,No,53,Yes,No,No,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Mailed check,104.08,5502.27,0
Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),86.17,708.0,0
Male,1,No,No,36,Yes,No phone service,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),127.64,4546.26,0
Female,1,Yes,Yes,48,No,No,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),40.9,2008.45,0
Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.14,2249.22,0
Male,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,41.93,649.32,0
Female,1,Yes,No,20,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.66,1485.64,0
Female,0,No,No,50,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,36.26,1757.11,0
Female,0,No,No,58,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,24.22,1337.44,0
Male,1,Yes,No,38,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,18.0,660.29,0
Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,18.0,981.51,0
Female,0,Yes,No,40,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,89.69,3506.94,0
Male,0,No,Yes,38,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),56.34,2171.88,0
Male,0,No,No,12,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),32.99,518.89,0
Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,No internet service,No,No,No,One year,No,Electronic check,50.23,3094.84,0
Female,0,No,Yes,10,Yes,No,No,No,No,Yes,No,No,No,One year,No,Mailed check,54.16,551.42,0
Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),41.06,786.98,1
Male,0,No,No,10,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,Yes,Mailed check,118.17,1219.98,0
Male,0,No,No,45,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),112.5,5170.42,0
Female,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,117.65,5153.13,1
Male,0,No,Yes,0,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.38,0.0,0
Female,1,No,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.41,3054.98,1
Female,0,Yes,No,18,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.42,882.05,0
Female,1,No,Yes,71,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,44.59,3259.85,0
Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),70.65,4997.76,0
Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),89.57,5427.76,1
Female,0,No,No,11,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),105.87,1139.94,1
Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,53.62,3153.5,1
Male,1,No,No,32,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),32.42,973.88,0
Female,1,No,No,44,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),92.02,4084.16,0
Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,18.0,1170.8,1
Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),68.82,471.24,1
Male,0,No,Yes,24,Yes,Yes,No,No,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),72.68,1711.84,0
Female,0,Yes,No,45,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),58.64,2594.86,0
Female,0,No,No,29,Yes,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,23.64,647.72,0
Female,0,No,Yes,46,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.03,2725.74,0
Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No,No,No internet service,No,Two year,Yes,Mailed check,119.28,5576.54,0
Male,0,Yes,No,46,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,87.75,4078.7,0
Male,0,No,No,17,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,104.85,1717.7,0
Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),33.48,2117.83,0
Female,0,No,No,67,No,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),77.67,5131.69,0
Male,1,Yes,Yes,32,Yes,No,DSL,Yes,No,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),72.65,2338.26,0
Male,1,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.23,2636.25,0
Male,0,No,Yes,18,No,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,86.68,1553.46,1
Female,0,No,No,27,Yes,Yes,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),74.42,2031.18,0
Male,0,No,No,39,Yes,No,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.32,1365.42,0
Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Mailed check,88.4,1274.66,0
Female,0,No,No,40,No,No,Fiber optic,Yes,No internet service,No,No,No,No,One year,No,Credit card (automatic),95.23,3759.02,0
Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,109.58,4243.71,0
Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),110.91,94.21,0
Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),84.29,5240.03,0
Male,0,Yes,Yes,28,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,35.71,992.38,1
Male,0,No,No,65,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Mailed check,24.12,1545.53,0
Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),63.19,3206.48,0
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),97.58,909.98,1
Male,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.65,1134.14,0
Male,0,No,No,50,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,78.22,3931.96,0
Male,1,Yes,No,38,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),68.9,2723.08,0
Female,0,No,No,27,Yes,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,127.11,3441.26,0
Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,87.22,148.9,1
Female,0,Yes,No,69,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,67.38,4630.05,1
Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,50.64,1288.54,1
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),39.74,-17.71,0
Male,0,Yes,No,37,Yes,No,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,36.79,1352.0,1
Female,0,Yes,No,2,No,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,No,Mailed check,39.75,70.04,0
Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),78.43,1206.46,0
Male,0,No,No,39,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No internet service,Two year,Yes,Mailed check,69.46,2682.82,0
Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,One year,Yes,Mailed check,60.22,160.77,0
Male,0,Yes,No,40,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),92.09,3636.76,0
Male,0,Yes,No,11,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,124.28,1374.44,1
Female,0,Yes,Yes,34,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,One year,No,Credit card (automatic),45.3,1502.82,0
Male,0,Yes,Yes,64,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),49.77,3158.35,0
Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),18.0,958.03,0
Female,0,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),69.21,3055.43,1
Female,0,Yes,No,61,Yes,No,No,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),66.17,4076.52,0
Male,0,No,Yes,48,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,96.78,4622.16,1
Female,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),67.4,1542.76,1
Male,0,No,Yes,22,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,52.36,1220.4,1
Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),75.78,1694.08,0
Male,0,Yes,Yes,37,No,Yes,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),86.71,3195.95,0
Male,0,No,No,27,Yes,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,21.47,582.45,1
Male,0,No,No,20,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,100.21,1999.09,1
Male,1,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),109.19,5716.47,1
Male,1,No,No,17,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,One year,Yes,Mailed check,86.42,1512.24,1
Female,1,No,No,35,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,41.96,1327.69,0
Male,0,No,No,44,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,60.22,2698.67,0
Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,105.49,5543.3,1
Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,One year,No,Bank transfer (automatic),40.65,1224.01,1
Male,0,Yes,No,59,No,Yes,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,88.86,5227.53,0
Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,68.48,2129.35,0
Male,0,No,No,66,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),74.81,4904.0,0
Male,0,No,No,66,Yes,No,No,No,No,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,44.93,2968.81,1
Male,0,Yes,No,27,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,One year,Yes,Credit card (automatic),79.92,2189.3,0
Male,0,Yes,No,43,Yes,No,No,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,77.77,3289.36,0
Male,0,Yes,No,40,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,24.72,982.09,0
Male,0,No,No,62,Yes,No,Fiber optic,No internet service,No,No,No,No,No,One year,No,Bank transfer (automatic),69.87,4308.08,0
Female,1,No,No,22,Yes,No,DSL,Yes,No,No internet service,Yes,No,No,Two year,Yes,Mailed check,88.42,2003.88,0
Female,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,58.44,2699.63,1
Female,0,No,No,31,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),18.0,589.31,0
Male,0,No,No,56,Yes,No,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,66.56,3724.72,0
Female,0,No,No,32,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,113.99,3641.47,0
Male,0,Yes,No,23,Yes,No,DSL,No internet service,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),59.67,1405.21,0
Male,0,No,No,38,No,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Mailed check,112.86,4269.48,1
Male,1,No,No,33,Yes,No,No,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),45.63,1510.95,0
Female,0,Yes,No,55,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,Two year,Yes,Electronic check,35.17,1989.91,0
Female,0,Yes,No,27,No,No,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,1847.1,0
Male,0,No,Yes,36,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),45.32,1645.07,0
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),79.9,523.47,0
Female,0,Yes,Yes,67,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.82,3964.29,0
Female,0,Yes,No,36,Yes,No,DSL,No internet service,No,No,No,No,No,One year,Yes,Credit card (automatic),114.22,4175.98,0
Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),56.75,3115.26,0
Female,1,Yes,No,64,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),72.69,4685.73,0
Female,0,Yes,Yes,64,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,87.89,5680.1,0
Female,1,No,No,46,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),98.69,4455.16,1
Female,0,No,No,19,Yes,No phone service,No,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,114.39,2153.07,1
Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,62.95,1152.05,1
Female,0,No,Yes,28,Yes,No,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,58.02,1670.59,0
Male,0,No,No,59,Yes,No,No,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,18.0,1074.18,0
Male,0,No,No,17,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No,One year,Yes,Credit card (automatic),131.25,2301.08,1
Male,0,No,No,34,No,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,One year,Yes,Mailed check,80.83,2721.51,0
Male,0,No,Yes,42,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),92.55,3825.36,0
Female,0,No,Yes,10,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),86.67,906.43,0
Male,0,No,No,48,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.49,3425.87,0
Male,0,Yes,No,37,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.51,2936.98,1
Male,0,No,No,63,Yes,No,No,No,No,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),53.21,3437.65,0
Female,1,Yes,No,68,Yes,No,No,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,60.94,4181.26,1
Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41.49,322.99,0
Female,0,No,No,33,No,Yes,No,Yes,No internet service,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),116.72,3931.42,0
Male,0,No,No,47,No,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.84,4062.13,0
Male,0,Yes,No,55,No,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,129.29,7181.62,1
Male,0,Yes,No,64,Yes,No phone service,No,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),138.89,8909.89,1
Male,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),27.88,806.92,1
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),99.56,298.33,1
Female,0,No,Yes,49,Yes,No,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,29.26,1443.07,1
Male,0,No,No,68,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),75.32,5177.4,0
Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),79.44,2236.26,0
Female,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),31.39,1733.2,0
Male,0,Yes,No,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,47.87,3120.04,1
Female,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.81,3552.25,0
Female,0,Yes,No,3,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),75.29,261.59,1
Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),39.45,963.36,0
Male,0,No,No,26,Yes,No,No,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Electronic check,49.06,1296.42,1
Female,1,Yes,No,45,Yes,No,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,25.26,1216.86,1
Male,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),33.91,2051.37,0
Male,0,Yes,No,50,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,58.86,2936.2,0
Female,0,Yes,Yes,49,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),99.62,5002.35,1
Male,0,Yes,Yes,5,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,103.43,481.61,1
Male,1,No,No,58,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),125.0,7209.16,0
Female,0,No,No,14,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),82.73,1184.27,1
Male,0,No,No,29,Yes,No,No,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),75.65,2167.36,0
Male,0,Yes,No,41,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.85,3532.64,0
Male,1,No,Yes,36,Yes,No,No,No,No,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),84.57,3168.27,0
Male,1,Yes,No,41,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),21.5,885.24,0
Male,1,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),126.67,4443.67,0
Male,0,Yes,Yes,5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,18.0,67.35,0
Male,0,No,No,67,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),104.46,6990.44,1
Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,71.69,1170.74,1
Male,0,Yes,No,28,Yes,Yes,No,No,No internet service,No,No,No internet service,No,Two year,Yes,Electronic check,37.32,1022.45,1
Male,0,Yes,Yes,58,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),85.94,4972.58,0
Female,0,No,Yes,46,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,66.46,3077.86,0
Male,0,No,Yes,16,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,49.52,730.02,0
Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,28.56,573.88,1
Male,0,No,No,67,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),26.03,1719.4,0
